,Date_reported,Indicator,SmoothedCases,cutDatesW
11988,2020-01-03,0.0,5.310078543897749e-08,0
11989,2020-01-04,0.0,6.263549062659315e-08,0
11990,2020-01-05,0.0,7.370847389763676e-08,0
11991,2020-01-06,0.0,8.652536548776562e-08,0
11992,2020-01-07,0.0,1.0130941881024055e-07,0
11993,2020-01-08,0.0,1.1830085572288452e-07,0
11994,2020-01-09,0.0,1.3775570366295245e-07,0
11995,2020-01-10,0.0,1.599441123937491e-07,0
11996,2020-01-11,0.0,1.8514818848410475e-07,0
11997,2020-01-12,0.0,2.1365945737191566e-07,0
11998,2020-01-13,0.0,2.4577615961991e-07,0
11999,2020-01-14,0.0,2.8180071293576196e-07,0
12000,2020-01-15,0.0,3.220378269868839e-07,0
12001,2020-01-16,0.0,3.667939449760549e-07,0
12002,2020-01-17,0.0,4.1637890367152186e-07,0
12003,2020-01-18,0.0,4.711109494989099e-07,0
12004,2020-01-19,0.0,5.313265178155697e-07,0
12005,2020-01-20,0.0,5.973964692216571e-07,0
12006,2020-01-21,0.0,6.697507730162107e-07,0
12007,2020-01-22,0.0,7.489139254023916e-07,0
12008,2020-01-23,0.0,8.355536808698798e-07,0
12009,2020-01-24,0.0,9.305459527984135e-07,0
12010,2020-01-25,0.0,1.0350589994847536e-06,0
12011,2020-01-26,0.0,1.1506602531361823e-06,0
12012,2020-01-27,0.0,1.2794493735462507e-06,0
12013,2020-01-28,0.0,1.4242213193399264e-06,0
12014,2020-01-29,0.0,1.5886634333957278e-06,0
12015,2020-01-30,0.0,1.7775907405515199e-06,0
12016,2020-01-31,0.0,1.997223857794931e-06,0
12017,2020-02-01,1.4912136498778278e-06,2.2555141180069457e-06,0
12018,2020-02-02,0.0,2.5625206994384707e-06,0
12019,2020-02-03,0.0,2.9308447175746647e-06,0
12020,2020-02-04,1.4912136498778278e-06,3.37612534764076e-06,0
12021,2020-02-05,2.6841845697800895e-05,3.917603068864771e-06,0
12022,2020-02-06,0.0,4.578755010754992e-06,0
12023,2020-02-07,1.4912136498778278e-06,5.388007084163373e-06,0
12024,2020-02-08,0.0,6.379527036706111e-06,0
12025,2020-02-09,0.0,7.59410172011198e-06,0
12026,2020-02-10,4.473640949633483e-06,9.080100631617364e-06,0
12027,2020-02-11,1.4912136498778278e-06,1.0894526129035649e-05,0
12028,2020-02-12,1.4912136498778278e-06,1.310414855982271e-05,0
12029,2020-02-13,5.964854599511311e-06,1.578672183528219e-05,0
12030,2020-02-14,1.4912136498778278e-06,1.9032271678782132e-05,0
12031,2020-02-15,1.4912136498778278e-06,2.2944444851545943e-05,0
12032,2020-02-16,0.0,2.764190309846892e-05,0
12033,2020-02-17,0.0,3.325974036837923e-05,0
12034,2020-02-18,0.0,3.995089608387718e-05,0
12035,2020-02-19,1.4912136498778278e-06,4.788753093361521e-05,0
12036,2020-02-20,0.0,5.7262324941879246e-05,0
12037,2020-02-21,0.0,6.828965058955881e-05,0
12038,2020-02-22,0.0,8.120656672230321e-05,0
12039,2020-02-23,2.9824272997556555e-06,9.627357214921717e-05,0
12040,2020-02-24,0.0,0.00011377505153446771,0
12041,2020-02-25,8.947281899266967e-06,0.0001340193408039221,0
12042,2020-02-26,2.9824272997556555e-06,0.0001573383352797659,0
12043,2020-02-27,4.473640949633483e-06,0.00018408656162155707,0
12044,2020-02-28,2.9824272997556555e-06,0.00021463963493493457,0
12045,2020-02-29,1.1929709199022622e-05,0.0002493920256691066,0
12046,2020-03-01,1.7894563798533933e-05,0.00028875406770888836,0
12047,2020-03-02,5.964854599511311e-06,0.00033314814987437465,0
12048,2020-03-03,2.982427299755656e-05,0.0003830040482752028,0
12049,2020-03-04,6.113975964499094e-05,0.0004387533768872307,0
12050,2020-03-05,8.499917804303618e-05,0.0005008231583924394,0
12051,2020-03-06,8.350796439315836e-05,0.0005696285465673647,0
12052,2020-03-07,7.306946884401357e-05,0.0006455647648503407,0
12053,2020-03-08,0.0001237707329398,0.0007289983623681618,0
12054,2020-03-09,0.0001014025281916,0.0008202579275213591,0
12055,2020-03-10,8.201675074328054e-05,0.0009196244387384254,0
12056,2020-03-11,0.0002206996201819,0.0010273214704265995,0
12057,2020-03-12,0.0003951716172176,0.0011435055074290998,0
12058,2020-03-13,0.0006009591009007,0.0012682566512340588,0
12059,2020-03-14,0.0007217474065408,0.0014015700234975333,0
12060,2020-03-15,0.0007128001246416,0.0015433481849451024,0
12061,2020-03-16,0.0005249072047569,0.0016933948884322921,0
12062,2020-03-17,0.0006576252195961,0.0018514104722851654,0
12063,2020-03-18,0.0008977106172264,0.0020169891729587574,0
12064,2020-03-19,0.0011676202878543,0.0021896185941692324,0
12065,2020-03-20,0.0014673542314797,0.0023686815133900675,0
12066,2020-03-21,0.0015508621958729,0.0025534601372252707,0
12067,2020-03-22,0.0018684907032969,0.0027431428368337534,0
12068,2020-03-23,0.0017641057478054,0.002936833306267404,0
12069,2020-03-24,0.0020295417774837,0.0031335619940299395,0
12070,2020-03-25,0.0034133880445703,0.003332299565670455,0
12071,2020-03-26,0.0035088257181625,0.00353197206746308,0
12072,2020-03-27,0.0039755755905742,0.0037314773829607998,0
12073,2020-03-28,0.0045317982819787,0.0039297025100259566,0
12074,2020-03-29,0.0047032878517146,0.004125541139919298,0
12075,2020-03-30,0.004136626664761,0.0043179109954792376,0
12076,2020-03-31,0.0042022400653557,0.004505770384608477,0
12077,2020-04-01,0.0062556412612374,0.004688133449228594,0
12078,2020-04-02,0.0066552865194047,0.004864083638211286,0
