"Date","NewCases","NewCasesN","Country"
"2020-01",0.,0.,"Afghanistan"
"2020-02",0.,0.,"Afghanistan"
"2020-03",1.2990582554,0.0012618145179006132,"Afghanistan"
"2020-04",28.50535223,0.027688109545641104,"Afghanistan"
"2020-05",229.4404458,0.22286243461413038,"Afghanistan"
"2020-06",462.5809195,0.44931881807655144,"Afghanistan"
"2020-07",163.59333,0.15890314230915278,"Afghanistan"
"2020-08",50.1704053,0.04873202992502061,"Afghanistan"
"2020-09",27.3506334,0.02656649627100119,"Afghanistan"
"2020-10",41.72124564,0.040525105963965885,"Afghanistan"
"2020-11",102.3439669,0.09940978606397902,"Afghanistan"
"2020-12",161.4669582,0.15683773315868454,"Afghanistan"
"2021-01",78.4398873,0.07619103159246043,"Afghanistan"
"2021-02",23.745658419999998,0.023064875194714795,"Afghanistan"
"2021-03",14.59944369,0.014180880591565269,"Afghanistan"
"2021-04",61.136709499999995,0.05938393240110603,"Afghanistan"
"2021-05",208.80337809999997,0.20281702747206215,"Afghanistan"
"2021-06",1029.516016,1.,"Afghanistan"
"2021-07",860.754633,0.8360769717253238,"Afghanistan"
"2021-08",218.43189569999998,0.21216949741945537,"Afghanistan"
"2021-09",50.8005711,0.04934412899896062,"Afghanistan"
"2021-10",26.13254627,0.02538333145270855,"Afghanistan"
"2021-11",28.269478919999997,0.027458998675742793,"Afghanistan"
"2021-12",21.58408181,0.02096527054903049,"Afghanistan"
"2022-01",56.02848824,0.054422162811695395,"Afghanistan"
"2022-02",299.02279599999997,0.29044987290416274,"Afghanistan"
"2022-03",124.7588818,0.1211820698863222,"Afghanistan"
"2022-04",31.9941508,0.031076884966110135,"Afghanistan"
"2022-05",30.02620125,0.02916535613176901,"Afghanistan"
"2022-06",50.8463385,0.04938858425685726,"Afghanistan"
"2022-07",66.5934592,0.06468423819061792,"Afghanistan"
"2022-08",167.9728124,0.16315706583432113,"Afghanistan"
"2022-09",164.2058893,0.15949813965788756,"Afghanistan"
"2022-10",102.2101869,0.09927984150952733,"Afghanistan"
"2022-11",76.0670791,0.07388625132374822,"Afghanistan"
"2022-12",48.7023626,0.04730607571237629,"Afghanistan"
"2020-01",0.,0.,"Albania"
"2020-02",0.,0.,"Albania"
"2020-03",42.337548600000005,0.0029523467987565555,"Albania"
"2020-04",183.395345,0.012788805153390577,"Albania"
"2020-05",127.1642112,0.00886760958693585,"Albania"
"2020-06",362.4457962,0.02527462551608009,"Albania"
"2020-07",867.3134670000001,0.060480831377561134,"Albania"
"2020-08",1397.391685,0.09744505773815111,"Albania"
"2020-09",1486.0580180000002,0.10362807430491645,"Albania"
"2020-10",2096.314843,0.1461834381199128,"Albania"
"2020-11",5046.807489999999,0.35193171144165164,"Albania"
"2020-12",7635.056329999999,0.5324194446676459,"Albania"
"2021-01",6030.9282,0.4205579244330796,"Albania"
"2021-02",9720.61016,0.6778524793435122,"Albania"
"2021-03",8096.02032,0.5645640918005352,"Albania"
"2021-04",2930.132153,0.20432846416250003,"Albania"
"2021-05",727.9228949999999,0.05076063446892279,"Albania"
"2021-06",108.16788939999999,0.007542928973415884,"Albania"
"2021-07",117.21134829999998,0.008173561303722827,"Albania"
"2021-08",2639.9835089999997,0.18409537442057394,"Albania"
"2021-09",8793.27634,0.6131862167612784,"Albania"
"2021-10",5657.468559999999,0.3945152646882785,"Albania"
"2021-11",5568.04442,0.38827940356285295,"Albania"
"2021-12",3549.78622,0.24753913085291698,"Albania"
"2022-01",14340.303319999999,0.9999999999999999,"Albania"
"2022-02",8071.213882000001,0.5628342512632433,"Albania"
"2022-03",1028.832711,0.07174413874252696,"Albania"
"2022-04",519.5191029999999,0.03622790197718076,"Albania"
"2022-05",421.203025,0.02937197460897222,"Albania"
"2022-06",706.046837,0.049235139679039926,"Albania"
"2022-07",8716.83637,0.6078557876696293,"Albania"
"2022-08",8104.205,0.5651348384449654,"Albania"
