"Country","K1","K2","K3","K4","K5"
"Kyrgyzstan",0.,21.26499245259406,18.202848269848353,15.958047946473531,14.787213643713304
"Laos",0.012315266111254417,14.81998266793399,18.183724929153016,16.195734065497934,15.112720185465031
"Latvia",2.0700762911612496,5.081702450258317,18.27231822821232,16.279575251400683,15.197388497049419
"Lebanon",7.909588817964925,13.499967035557969,19.252211252200958,17.674718086339738,16.733046427016323
"Lesotho",2.4233536712352746,19.22502933672977,17.60776037695103,15.796359555110556,14.74446483132249
"Liberia",3.7893982094183882,13.482393786981909,12.014141176145714,10.615865228821056,9.8714325379939
"Libya",9.935735154732381,16.025013326594735,18.836729616039857,17.373660401811286,16.42977055865583
"Liechtenstein",6.416121413746705,8.205466642092558,19.564367030772928,17.64210759723792,16.566131191682814
"Lithuania",6.44650019065595,7.07033783102458,16.286355872011224,14.535776476176068,13.633042250355915
"Luxembourg",6.201421325188153,5.211037414810532,17.833756408038695,16.130234980098432,15.265012723314047
"Madagascar",15.782639537963544,20.524946193802247,19.371474365452258,17.46600598784587,16.39164837658669
"Malawi",3.415267519526398,22.500376896621972,21.181324959877397,18.78065039917164,17.50073979070301
"Malaysia",1.6312485198341213,19.117407223799017,22.563552845368427,20.51446396259078,19.318537988352805
"Maldives",1.5196877592875153,9.103069644136118,14.523643817276435,12.877201911883365,11.992640625984572
"Mali",4.159276105869833,6.963904322680597,13.032242741998282,11.582308392161838,10.80394319338448
"Malta",4.259073839685694,8.068886082025111,15.676501884650454,14.119122700039988,13.262836798666436
"MarshallIslands",0.004992158695370617,0.003544252981891908,10.966248224795445,9.50254844260774,8.758374623420885
"Martinique",1.5324137958269122,7.093294327649333,20.548015391017664,18.460702482871863,17.309394493708382
"Mauritania",7.017888244827169,7.873956808108192,12.721093669212195,11.343879875797205,10.590647190779388
"Mauritius",0.12200440125274528,11.260594528311575,18.218309939397397,16.150192086925962,15.136745857856148
"Mayotte",1.197536815822052,5.337965655403997,9.673417429987149,8.490693529322867,7.870432496477983
"Mexico",5.368824473371328,7.752416788604105,14.988294631540505,13.687422933557688,13.006110823816053
"Micronesia",0.,0.,11.545750256622588,10.116512933232997,10.575166718087782
"Moldova",9.603578697350128,10.954998603900878,15.608029396182484,14.357654194320506,13.61302752020588
"Monaco",1.7891436032134513,6.364366930767089,17.186291726903445,15.459263331803875,14.584178904447926
"Mongolia",0.07971337333153536,24.953898962954074,23.845732344705045,21.362236222583252,19.979988279690055
"Montenegro",6.946082507349535,11.05192399041502,13.404682597953466,12.298446497012975,11.676806999832094
"Montserrat",0.2446671554887305,0.3401456975823766,11.831628012802456,10.327272540557985,9.54883836154597
"Morocco",16.535361825821283,20.939096711321113,19.938159552960364,18.07631665340361,16.992357822614874
"Mozambique",1.9254904183476136,12.591192446043742,15.660332832499552,13.873339685374386,12.921514608126236
"Myanmar",9.607943984172044,21.034105931159885,18.537484624169284,16.614678065619536,15.551447162547777
"Namibia",5.385126741406154,19.95693499705055,17.255946271363737,15.471413715996718,14.484259763691762
"Nauru",0.,0.,11.40610011398412,9.958561180271598,9.185540011212534
"Nepal",11.36133733501376,19.93098265692167,18.944890820376592,17.029075764454817,15.94695109237447
"Netherlands",3.583915338341685,5.440728253163561,17.206718340736067,15.361505328198444,14.349542748846916
"NewCaledonia",0.016734437799381323,4.640828067891379,15.945203424524692,13.99152377867298,12.972279558250305
"NewZealand",0.05420795408605663,0.20013971959099724,19.40038268223083,16.96766535246685,15.895090136706273
"Nicaragua",23.84540547261455,28.10385364926089,24.60525974946387,22.486811503111465,21.366957143779292
"Niger",23.77513117757216,20.99605190454124,20.477559090007475,18.581760475358163,17.468349714636208
"Nigeria",13.806590592518228,22.883037924584055,21.147926221881434,19.455537588593906,18.38963572651966
"Niue",0.,0.,6.041052365478464,11.759381679760898,11.266575019488094
"Macedonia",19.060766235032933,18.82165743267165,21.77911622250154,20.41828489201254,19.46191937253182
"NorthernMarianaIslands",0.14639622228684096,7.668058421720855,15.971936070366649,14.002537576027818,12.968928995395851
"Norway",0.8424484386953779,4.21202322070272,17.908904269216002,15.740427217508529,14.602210159788164
"Oman",18.948922176016662,23.122291722309907,24.08589901713454,22.159852423147914,20.936475995150314
"Pakistan",21.236843395658457,22.864809575762788,23.907083781498166,22.66389785305359,21.665156025617552
"Palau",0.,0.03172798978893801,12.705349799502303,11.08517137127991,10.25577133140383
"Panama",7.070698043452827,7.7411322810784595,14.794138756069417,13.53359767635292,12.79514911645152
"PapuaNewGuinea",0.9583978299064861,22.699273340239458,19.653681478711924,17.67683036454439,16.56091588896612
"Paraguay",6.498644966734471,15.098552600399378,18.702510327655133,17.023518484530346,16.059648103372805
"Peru",5.181150883904121,5.527450996916648,12.956620481826809,11.795603441540008,11.1149723061051
