,Date_reported,Country_code,Country,New_cases,Year,Population,Indicator
92,2020-04-04,BE,Belgium,1694,2020,11561716.0,0.014651804282340097
93,2020-04-05,BE,Belgium,922,2020,11561716.0,0.007974594774685696
94,2020-04-06,BE,Belgium,665,2020,11561716.0,0.00575174135050541
95,2020-04-07,BE,Belgium,1934,2020,11561716.0,0.01672762070959017
96,2020-04-08,BE,Belgium,1515,2020,11561716.0,0.013103591197016084
97,2020-04-09,BE,Belgium,1598,2020,11561716.0,0.013821477711440067
98,2020-04-10,BE,Belgium,2239,2020,11561716.0,0.01936563741922047
99,2020-04-11,BE,Belgium,2336,2020,11561716.0,0.02020461322523404
100,2020-04-12,BE,Belgium,1029,2020,11561716.0,0.008900062931834686
101,2020-04-13,BE,Belgium,524,2020,11561716.0,0.0045321991994959916
102,2020-04-14,BE,Belgium,537,2020,11561716.0,0.004644639255972038
103,2020-04-15,BE,Belgium,1560,2020,11561716.0,0.013492806777125471
104,2020-04-16,BE,Belgium,1633,2020,11561716.0,0.014124200940414037
105,2020-04-17,BE,Belgium,1674,2020,11561716.0,0.014478819580069255
106,2020-04-18,BE,Belgium,1394,2020,11561716.0,0.012057033748277504
107,2020-04-19,BE,Belgium,722,2020,11561716.0,0.006244747751977301
108,2020-04-20,BE,Belgium,443,2020,11561716.0,0.003831611155299092
109,2020-04-21,BE,Belgium,1276,2020,11561716.0,0.011036424004879553
110,2020-04-22,BE,Belgium,1270,2020,11561716.0,0.010984528594198302
111,2020-04-23,BE,Belgium,777,2020,11561716.0,0.006720455683222109
112,2020-04-24,BE,Belgium,976,2020,11561716.0,0.008441653470816962
113,2020-04-25,BE,Belgium,811,2020,11561716.0,0.007014529677082536
114,2020-04-26,BE,Belgium,388,2020,11561716.0,0.0033559032240542837
115,2020-04-27,BE,Belgium,205,2020,11561716.0,0.0017730931982761038
116,2020-04-28,BE,Belgium,755,2020,11561716.0,0.006530172510724188
117,2020-04-29,BE,Belgium,569,2020,11561716.0,0.00492141477960538
118,2020-04-30,BE,Belgium,522,2020,11561716.0,0.004514900729268908
119,2020-05-01,BE,Belgium,586,2020,11561716.0,0.0050684517765355935
120,2020-05-02,BE,Belgium,237,2020,11561716.0,0.0020498687219094465
121,2020-05-03,BE,Belgium,286,2020,11561716.0,0.002473681242473003
122,2020-05-04,BE,Belgium,140,2020,11561716.0,0.0012108929158958755
123,2020-05-05,BE,Belgium,670,2020,11561716.0,0.005794987526073119
124,2020-05-06,BE,Belgium,546,2020,11561716.0,0.004722482371993915
125,2020-05-07,BE,Belgium,552,2020,11561716.0,0.004774377782675167
126,2020-05-08,BE,Belgium,442,2020,11561716.0,0.0038229619201855503
127,2020-05-09,BE,Belgium,483,2020,11561716.0,0.004177580559840771
128,2020-05-10,BE,Belgium,240,2020,11561716.0,0.002075816427250073
129,2020-05-11,BE,Belgium,118,2020,11561716.0,0.0010206097433979524
130,2020-05-12,BE,Belgium,476,2020,11561716.0,0.004117035914045977
131,2020-05-13,BE,Belgium,395,2020,11561716.0,0.0034164478698490777
132,2020-05-14,BE,Belgium,321,2020,11561716.0,0.002776404471446972
133,2020-05-15,BE,Belgium,305,2020,11561716.0,0.0026380167096303007
134,2020-05-16,BE,Belgium,346,2020,11561716.0,0.0029926353492855215
135,2020-05-17,BE,Belgium,147,2020,11561716.0,0.0012714375616906695
136,2020-05-18,BE,Belgium,81,2020,11561716.0,0.0007005880441968995
137,2020-05-19,BE,Belgium,317,2020,11561716.0,0.002741807530992804
138,2020-05-20,BE,Belgium,292,2020,11561716.0,0.002525576653154255
139,2020-05-21,BE,Belgium,385,2020,11561716.0,0.003329955518713658
140,2020-05-22,BE,Belgium,70,2020,11561716.0,0.0006054464579479378
141,2020-05-23,BE,Belgium,248,2020,11561716.0,0.0021450103081584082
142,2020-05-24,BE,Belgium,123,2020,11561716.0,0.0010638559189656623
143,2020-05-25,BE,Belgium,75,2020,11561716.0,0.0006486926335156477
144,2020-05-26,BE,Belgium,314,2020,11561716.0,0.0027158598256521783
145,2020-05-27,BE,Belgium,202,2020,11561716.0,0.0017471454929354777
146,2020-05-28,BE,Belgium,182,2020,11561716.0,0.0015741607906646386
147,2020-05-29,BE,Belgium,171,2020,11561716.0,0.0014790192044156767
148,2020-05-30,BE,Belgium,165,2020,11561716.0,0.0014271237937344247
149,2020-05-31,BE,Belgium,61,2020,11561716.0,0.0005276033419260601
150,2020-06-01,BE,Belgium,49,2020,11561716.0,0.00042381252056355654
151,2020-06-02,BE,Belgium,59,2020,11561716.0,0.0005103048716989762
152,2020-06-03,BE,Belgium,181,2020,11561716.0,0.0015655115555510963
153,2020-06-04,BE,Belgium,159,2020,11561716.0,0.0013752283830531732
154,2020-06-05,BE,Belgium,172,2020,11561716.0,0.0014876684395292187
155,2020-06-06,BE,Belgium,154,2020,11561716.0,0.0013319822074854633
156,2020-06-07,BE,Belgium,69,2020,11561716.0,0.0005967972228343958
157,2020-06-08,BE,Belgium,53,2020,11561716.0,0.0004584094610177244
158,2020-06-09,BE,Belgium,152,2020,11561716.0,0.0013146837372583794
159,2020-06-10,BE,Belgium,145,2020,11561716.0,0.0012541390914635857
160,2020-06-11,BE,Belgium,119,2020,11561716.0,0.0010292589785114942
161,2020-06-12,BE,Belgium,95,2020,11561716.0,0.0008216773357864871
162,2020-06-13,BE,Belgium,89,2020,11561716.0,0.0007697819251052352
163,2020-06-14,BE,Belgium,49,2020,11561716.0,0.00042381252056355654
164,2020-06-15,BE,Belgium,22,2020,11561716.0,0.0001902831724979233
165,2020-06-16,BE,Belgium,147,2020,11561716.0,0.0012714375616906695
166,2020-06-17,BE,Belgium,99,2020,11561716.0,0.000856274276240655
167,2020-06-18,BE,Belgium,123,2020,11561716.0,0.0010638559189656623
168,2020-06-19,BE,Belgium,108,2020,11561716.0,0.0009341173922625326
169,2020-06-20,BE,Belgium,121,2020,11561716.0,0.0010465574487385782
170,2020-06-21,BE,Belgium,50,2020,11561716.0,0.00043246175567709846
171,2020-06-22,BE,Belgium,20,2020,11561716.0,0.00017298470227083938
172,2020-06-23,BE,Belgium,143,2020,11561716.0,0.0012368406212365016
173,2020-06-24,BE,Belgium,110,2020,11561716.0,0.0009514158624896166
174,2020-06-25,BE,Belgium,100,2020,11561716.0,0.0008649235113541969
175,2020-06-26,BE,Belgium,76,2020,11561716.0,0.0006573418686291897
176,2020-06-27,BE,Belgium,113,2020,11561716.0,0.0009773635678302427
