"Country","KD","KW","KM","KD0.5","KW0.5","KM0.5","KD1.5","KW1.5","KM1.5"
"Finland",46.19065240777825,47.17206382656542,50.96999043666916,23.095326203889126,23.58603191328271,25.48499521833458,69.28597861166737,70.75809573984813,76.45498565500374
"France",32.95007638886508,33.548454064086705,40.32550463776997,16.47503819443254,16.774227032043353,20.162752318884984,49.42511458329761,50.322681096130054,60.48825695665495
"FrenchGuiana",20.809777990235272,22.29036546546839,33.30089159474559,10.404888995117636,11.145182732734195,16.650445797372797,31.214666985352906,33.43554819820258,49.95133739211839
"FrenchPolynesia",30.220138286846858,31.46993087200886,45.92910226906161,15.110069143423429,15.73496543600443,22.964551134530804,45.330207430270285,47.20489630801329,68.89365340359241
"Gabon",31.812610489844207,37.51595219745189,48.24514147141731,15.906305244922104,18.757976098725944,24.122570735708656,47.71891573476631,56.27392829617783,72.36771220712598
"Gambia",33.8379490709292,38.397233903033495,50.78384689722859,16.9189745354646,19.198616951516748,25.391923448614296,50.7569236063938,57.59585085455024,76.17577034584289
"Georgia",28.501149381062103,29.875831020510518,35.82022348835721,14.250574690531051,14.937915510255259,17.910111744178604,42.75172407159315,44.813746530765776,53.73033523253581
"Germany",43.34702952818475,43.32818301160404,48.07722103713839,21.673514764092374,21.66409150580202,24.038610518569197,65.02054429227712,64.99227451740606,72.11583155570759
"Ghana",40.702195229208186,41.31269895812706,58.72451250476737,20.351097614604093,20.65634947906353,29.362256252383684,61.05329284381228,61.96904843719059,88.08676875715105
"Gibraltar",41.63311782916665,41.858430912107266,45.89336528174448,20.816558914583325,20.929215456053633,22.94668264087224,62.449676743749976,62.7876463681609,68.84004792261672
"Greece",36.26035589316457,37.59302372286091,48.25614783518614,18.130177946582286,18.796511861430456,24.12807391759307,54.39053383974686,56.389535584291366,72.38422175277921
"Greenland",22.286054262272337,24.259402241756504,33.99899385590891,11.143027131136169,12.129701120878252,16.999496927954453,33.42908139340851,36.389103362634756,50.99849078386336
"Grenada",34.258097695482434,36.18080768646908,44.879420462478706,17.129048847741217,18.09040384323454,22.439710231239353,51.38714654322365,54.27121152970362,67.31913069371805
"Guadeloupe",28.878259369509685,30.373484832677306,45.60837730923053,14.439129684754842,15.186742416338653,22.804188654615263,43.317389054264524,45.56022724901596,68.4125659638458
"Guam",24.489785102297926,27.60148424472976,36.22767741882148,12.244892551148963,13.80074212236488,18.11383870941074,36.73467765344689,41.40222636709464,54.341516128232215
"Guatemala",38.94803724734425,43.0521949158403,50.98083619368323,19.474018623672126,21.52609745792015,25.490418096841616,58.42205587101638,64.57829237376046,76.47125429052485
"Guinea",34.21358450371928,33.27369930733454,50.040635125291786,17.10679225185964,16.63684965366727,25.020317562645893,51.32037675557892,49.91054896100181,75.06095268793769
"GuineaBissau",41.48668249805093,41.48459917969538,47.09711465006455,20.743341249025466,20.74229958984769,23.548557325032274,62.2300237470764,62.22689876954307,70.64567197509682
"Guyana",25.372191313909703,25.536080386881654,35.39865247265055,12.686095656954851,12.768040193440827,17.699326236325273,38.05828697086456,38.30412058032248,53.097978708975816
"Haiti",39.468421164300544,43.783233612555854,47.920662925411705,19.734210582150272,21.891616806277927,23.960331462705852,59.20263174645082,65.67485041883378,71.88099438811756
"Honduras",49.8046466509139,49.52835326379645,50.64029741375307,24.90232332545695,24.764176631898223,25.320148706876534,74.70696997637086,74.29252989569467,75.9604461206296
"Hungary",37.04652410019866,36.84213767071529,48.59301188513165,18.52326205009933,18.421068835357644,24.296505942565826,55.569786150297986,55.26320650607293,72.88951782769747
"Iceland",34.678929163203655,35.51070714679405,43.365202788732994,17.339464581601828,17.755353573397024,21.682601394366497,52.01839374480548,53.26606072019107,65.04780418309949
"India",36.954009166381965,37.15828786634315,39.245905871929224,18.477004583190983,18.579143933171576,19.622952935964612,55.43101374957295,55.737431799514724,58.86885880789384
"Indonesia",36.42534152586806,38.8275138226656,50.24348928611148,18.21267076293403,19.4137569113328,25.12174464305574,54.638012288802095,58.241270733998405,75.36523392916723
"Iran",44.31052247625981,44.981355871335914,45.84659786011868,22.155261238129906,22.490677935667957,22.92329893005934,66.46578371438972,67.47203380700387,68.76989679017802
"Iraq",43.22058999755638,45.04854459751937,50.73243662385296,21.61029499877819,22.524272298759684,25.36621831192648,64.83088499633458,67.57281689627905,76.09865493577945
"Ireland",27.57781091730384,27.254768429090113,36.01577563560078,13.78890545865192,13.627384214545057,18.00788781780039,41.36671637595576,40.882152643635166,54.02366345340117
"Israel",28.405096177591254,28.84558158615053,44.93483345705197,14.202548088795627,14.422790793075265,22.467416728525986,42.607644266386885,43.268372379225795,67.40225018557796
"Italy",35.424810528350534,35.91006739777066,41.6875493237825,17.712405264175267,17.95503369888533,20.84377466189125,53.1372157925258,53.86510109665599,62.53132398567375
"Jamaica",32.29864339136243,33.591118269381944,42.25345078315589,16.149321695681216,16.795559134690972,21.126725391577946,48.44796508704365,50.38667740407291,63.38017617473383
"Japan",43.78240826342748,44.241806934573965,44.20923831688605,21.89120413171374,22.120903467286983,22.104619158443025,65.67361239514122,66.36271040186095,66.31385747532907
"Jordan",29.995957892185388,30.869789598709836,38.656844735187164,14.997978946092694,15.434894799354918,19.328422367593582,44.99393683827808,46.30468439806475,57.985267102780746
"Kazakhstan",30.919289302187902,34.59187295983337,46.830759717645485,15.459644651093951,17.295936479916683,23.415379858822742,46.37893395328185,51.88780943975005,70.24613957646822
"Kenya",31.97458979642336,35.58288838585206,53.22888356038988,15.98729489821168,17.79144419292603,26.61444178019494,47.96188469463504,53.37433257877809,79.84332534058483
"Kiribati",17.253579257061745,22.732500113765084,33.329693709490236,8.626789628530872,11.366250056882542,16.664846854745118,25.880368885592617,34.09875017064763,49.99454056423535
"Kuwait",31.51206243043731,31.348456787274415,44.616998008601456,15.756031215218655,15.674228393637208,22.308499004300728,47.268093645655966,47.02268518091162,66.92549701290218
"Kyrgyzstan",34.01622428039397,36.40569583154142,36.42328784849911,17.008112140196985,18.20284791577071,18.211643924249554,51.024336420590956,54.60854374731213,54.63493177274866
"Laos",36.45275053055134,36.36744921925632,54.57295978182955,18.22637526527567,18.18372460962816,27.286479890914777,54.67912579582701,54.55117382888449,81.85943967274433
"Latvia",36.21345999177739,36.54463559032674,39.98733155748535,18.106729995888696,18.27231779516337,19.993665778742674,54.32018998766608,54.81695338549011,59.98099733622802
"Lebanon",37.05406405979315,38.5044233688831,49.864620287921504,18.527032029896574,19.25221168444155,24.932310143960752,55.58109608968972,57.75663505332466,74.79693043188226
"Lesotho",36.024582826540616,35.215519488611655,55.96381848159275,18.012291413270308,17.607759744305827,27.981909240796377,54.03687423981093,52.823279232917486,83.94572772238914
"Liberia",22.53839805042121,24.028282777872683,40.91215451676186,11.269199025210606,12.014141388936341,20.45607725838093,33.80759707563182,36.04242416680903,61.36823177514279
"Libya",34.150371084728725,37.67345772998652,47.112641163406074,17.075185542364363,18.83672886499326,23.556320581703037,51.225556627093084,56.51018659497977,70.66896174510912
"Liechtenstein",39.23222788655066,39.12873292334929,42.82952526715038,19.61611394327533,19.564366461674645,21.41476263357519,58.84834182982599,58.693099385023935,64.24428790072557
"Lithuania",31.25989526587414,32.57271200048941,39.34710421979279,15.62994763293707,16.286356000244705,19.673552109896395,46.88984289881121,48.85906800073411,59.02065632968919
"Luxembourg",35.01361945235972,35.66751265156469,45.298660782192414,17.50680972617986,17.833756325782346,22.649330391096207,52.52042917853958,53.50126897734704,67.94799117328861
"Madagascar",35.35590677557549,38.742949326748,47.1639021675226,17.677953387787745,19.371474663374,23.5819510837613,53.03386016336324,58.11442399012199,70.7458532512839
"Malawi",37.435192398616,42.36307814163634,61.973696479704856,18.717596199308,21.18153907081817,30.986848239852428,56.152788597924,63.54461721245451,92.96054471955728
"Malaysia",44.937856875750235,45.127106825385845,46.803338379281556,22.468928437875118,22.563553412692922,23.401669189640778,67.40678531362535,67.69066023807876,70.20500756892233
"Maldives",28.256417081165285,29.92444301873886,43.638356287384084,14.128208540582643,14.96222150936943,21.819178143692042,42.38462562174793,44.88666452810829,65.45753443107613
"Mali",23.606419190109857,26.06448588129748,35.50339134326712,11.803209595054929,13.03224294064874,17.75169567163356,35.409628785164784,39.096728821946215,53.25508701490068
"Malta",28.821186861485597,31.353003516011213,44.253230259866235,14.410593430742798,15.676501758005607,22.126615129933118,43.23178029222839,47.02950527401682,66.37984538979936
"MarshallIslands",18.156164121538158,21.93249609720655,33.79486634762952,9.078082060769079,10.966248048603275,16.89743317381476,27.23424618230724,32.89874414580982,50.69229952144428
"Martinique",38.09141608811743,41.096030755857804,60.83534969054698,19.045708044058713,20.548015377928902,30.41767484527349,57.13712413217614,61.6440461337867,91.25302453582046
"Mauritania",26.718632176547164,25.44218703180689,37.187915017336465,13.359316088273582,12.721093515903444,18.593957508668232,40.07794826482075,38.16328054771033,55.7818725260047
"Mauritius",34.14991804816807,36.4366193031851,50.92917830591108,17.074959024084034,18.21830965159255,25.46458915295554,51.2248770722521,54.654928954777645,76.39376745886662
"Mayotte",18.534199257685792,20.82138574669625,37.0298416696077,9.267099628842896,10.410692873348125,18.51492083480385,27.801298886528688,31.232078620044376,55.54476250441155
"Mexico",30.52437576016342,29.97658820632131,41.55005738812583,15.26218788008171,14.988294103160655,20.775028694062915,45.78656364024513,44.964882309481965,62.32508608218875
"Micronesia",23.749577904849858,23.09150051608293,37.6147635376506,11.874788952424929,11.545750258041465,18.8073817688253,35.62436685727479,34.6372507741244,56.422145306475905
"Moldova",30.12045853947104,31.216056941006187,43.88546855653955,15.06022926973552,15.608028470503093,21.942734278269775,45.18068780920656,46.82408541150928,65.82820283480933
"Monaco",34.34022919591448,34.3725833370393,37.70285375584945,17.17011459795724,17.18629166851965,18.851426877924727,51.510343793871726,51.55887500555895,56.554280633774184
"Mongolia",44.95360001140206,47.69146383549309,47.20469751987306,22.47680000570103,23.845731917746544,23.60234875993653,67.4304000171031,71.53719575323963,70.80704627980958
"Montenegro",26.59699976596462,26.809365623712473,49.81538386665464,13.29849988298231,13.404682811856237,24.90769193332732,39.895499648946924,40.214048435568714,74.72307579998196
"Montserrat",23.36665020701046,23.663256034151644,35.246974975146294,11.68332510350523,11.831628017075822,17.623487487573147,35.04997531051569,35.494884051227466,52.870462462719445
"Morocco",40.12881625445716,39.87631824476159,43.193038184519224,20.06440812722858,19.938159122380796,21.596519092259612,60.193224381685745,59.81447736714239,64.78955727677884
"Mozambique",25.231504303422213,31.320666859180196,43.02685487206478,12.615752151711106,15.660333429590098,21.51342743603239,37.84725645513332,46.981000288770296,64.54028230809718
"Myanmar",36.645403974801454,37.0749685785942,50.07606279576411,18.322701987400727,18.5374842892971,25.038031397882055,54.96810596220218,55.61245286789131,75.11409419364617
"Namibia",33.0486457489679,34.5118914317961,43.16508182601331,16.52432287448395,17.25594571589805,21.582540913006653,49.57296862345185,51.76783714769415,64.74762273901996
"Nauru",20.422430524227845,22.812199750259698,40.1516301037486,10.211215262113923,11.406099875129849,20.0758150518743,30.633645786341766,34.21829962538955,60.2274451556229
"Nepal",38.31649716516916,37.889781287147315,39.837790823165,19.15824858258458,18.944890643573657,19.9188954115825,57.474745747753744,56.83467193072097,59.756686234747505
"Netherlands",34.01112536900744,34.41343807817729,43.92603808329854,17.00556268450372,17.206719039088647,21.96301904164927,51.01668805351116,51.62015711726594,65.88905712494781
"NewCaledonia",31.709074048991244,31.890405983586607,36.47990165064161,15.854537024495622,15.945202991793304,18.239950825320804,47.56361107348687,47.83560897537991,54.71985247596241
"NewZealand",38.59253287018178,38.800764887478735,43.838205210728674,19.29626643509089,19.400382443739367,21.919102605364337,57.88879930527267,58.2011473312181,65.757307816093
"Nicaragua",42.5779162086083,49.21051835657087,53.57089260731397,21.28895810430415,24.605259178285436,26.785446303656986,63.86687431291245,73.81577753485631,80.35633891097096
"Niger",37.90911483373891,40.95511943086906,49.24955415613784,18.954557416869456,20.47755971543453,24.62477707806892,56.86367225060837,61.43267914630359,73.87433123420676
"Nigeria",38.23159149719262,42.29585262749262,46.681475875831495,19.11579574859631,21.14792631374631,23.340737937915748,57.34738724578892,63.44377894123893,70.02221381374724
"Niue",12.70121039539696,12.08210420535693,19.1698640341255,6.35060519769848,6.041052102678465,9.58493201706275,19.05181559309544,18.123156308035398,28.75479605118825
"Macedonia",43.611145519311286,43.558232239262125,55.57969036017791,21.805572759655643,21.779116119631063,27.789845180088957,65.41671827896693,65.3373483588932,83.36953554026687
"NorthernMarianaIslands",31.38457251562951,31.943871491908272,40.24873489845,15.692286257814756,15.971935745954136,20.124367449225,47.076858773444265,47.91580723786241,60.373102347675
"Norway",35.078969366736,35.817808704167646,40.071102476848466,17.539484683368,17.908904352083823,20.035551238424233,52.61845405010399,53.72671305625147,60.1066537152727
"Oman",48.02613972904507,48.171799398473084,56.03379027194063,24.013069864522535,24.085899699236542,28.016895135970316,72.0392095935676,72.25769909770963,84.05068540791095
"Pakistan",45.5651453019644,47.814167403235,62.12707108977605,22.7825726509822,23.9070837016175,31.063535544888026,68.3477179529466,71.7212511048525,93.19060663466408
"Palau",26.176189731997795,25.410699755694367,35.036040697260134,13.088094865998897,12.705349877847183,17.518020348630067,39.26428459799669,38.11604963354155,52.5540610458902
"Panama",27.12858417102519,29.58827710359747,42.654862578737394,13.564292085512594,14.794138551798735,21.327431289368697,40.69287625653779,44.3824156553962,63.98229386810609
"PapuaNewGuinea",35.22111579176885,39.3073633071432,48.95677498823247,17.610557895884426,19.6536816535716,24.478387494116234,52.83167368765328,58.9610449607148,73.4351624823487
"Paraguay",37.65191119170973,37.40501990361967,55.51585028483239,18.825955595854865,18.702509951809834,27.757925142416195,56.477866787564594,56.107529855429505,83.27377542724858
"Peru",26.259167686591926,25.913241251651364,43.74274780594303,13.129583843295963,12.956620625825682,21.871373902971516,39.38875152988789,38.86986187747705,65.61412170891455
"Philippines",31.810846722706465,34.1089461234504,48.271766675228,15.905423361353233,17.0544730617252,24.135883337614,47.7162700840597,51.1634191851756,72.407650012842
"PitcairnIslands",16.005203807454436,17.263089057891555,33.33333333333333,8.002601903727218,8.631544528945778,16.666666666666664,24.007805711181653,25.894633586837333,49.99999999999999
"Poland",37.121761374912204,38.694461617650134,51.42500819554966,18.560880687456102,19.347230808825067,25.71250409777483,55.6826420623683,58.0416924264752,77.13751229332449
"Portugal",32.07406006102312,32.67555745307387,45.24383181986061,16.03703003051156,16.337778726536936,22.621915909930305,48.11109009153468,49.0133361796108,67.86574772979091
"PuertoRico",32.28771233018382,33.92369251036718,42.124783816902834,16.14385616509191,16.96184625518359,21.062391908451417,48.431568495275734,50.88553876555078,63.18717572535425
"Qatar",27.903716952010278,29.68392625277629,39.206717506989825,13.951858476005139,14.841963126388144,19.603358753494913,41.85557542801541,44.52588937916443,58.810076260484735
"Reunion",29.419722768651923,29.775847913295923,39.42496494637628,14.709861384325961,14.887923956647962,19.71248247318814,44.129584152977884,44.663771869943886,59.13744741956442
"Russia",29.490855648150333,30.652674701985305,35.87924745510014,14.745427824075167,15.326337350992652,17.93962372755007,44.2362834722255,45.97901205297796,53.81887118265021
"Rwanda",34.53565441397433,37.26394135576988,45.009609110027974,17.267827206987164,18.63197067788494,22.504804555013987,51.80348162096149,55.895912033654824,67.51441366504196
"SaintHelena",16.999004296148698,20.287829060348557,39.55148608682691,8.499502148074349,10.143914530174278,19.775743043413456,25.498506444223047,30.431743590522835,59.32722913024037
"SaintKittsNevis",23.731149350788268,25.876565835009774,36.4430346874024,11.865574675394134,12.938282917504887,18.2215173437012,35.5967240261824,38.81484875251466,54.664552031103604
"SaintLucia",29.665389283659056,29.786733951019094,41.00024340661035,14.832694641829528,14.893366975509547,20.500121703305176,44.49808392548859,44.68010092652864,61.50036510991553
"SaintPierreMiquelon",22.983300421168305,25.61359470934669,48.52346470554785,11.491650210584153,12.806797354673344,24.261732352773926,34.474950631752456,38.420392064020035,72.78519705832178
"SaintVincentGrenadines",31.66854189319231,37.93779707431479,45.94866712418132,15.834270946596154,18.968898537157393,22.97433356209066,47.50281283978846,56.90669561147218,68.92300068627198
"Samoa",24.96431777135422,28.181238636918437,44.157357103913625,12.48215888567711,14.090619318459218,22.078678551956813,37.44647665703133,42.271857955377655,66.23603565587044
"SanMarino",35.45569544555952,36.69478219597883,37.78488787832623,17.72784772277976,18.347391097989416,18.892443939163115,53.183543168339284,55.04217329396825,56.677331817489346
"SaoTomePrincipe",24.721874821780776,24.811870544661215,35.551231686546956,12.360937410890388,12.405935272330607,17.775615843273478,37.082812232671166,37.21780581699182,53.326847529820434
"SaudiArabia",38.95822531011408,39.53041052201049,56.04744496646078,19.47911265505704,19.765205261005246,28.02372248323039,58.437337965171125,59.295615783015734,84.07116744969117
"Senegal",32.81363184734429,34.150187770617734,49.32329948190654,16.406815923672145,17.075093885308867,24.66164974095327,49.22044777101644,51.2252816559266,73.98494922285981
