,Date_reported,Indicator,SmoothedCases,cutDatesW
9990,2020-01-03,0.0,8.517808024983879e-11,0
9991,2020-01-04,0.0,1.1577035202716986e-10,0
9992,2020-01-05,0.0,1.5712542176431886e-10,0
9993,2020-01-06,0.0,2.1293548731935014e-10,0
9994,2020-01-07,0.0,2.8812039724564227e-10,0
9995,2020-01-08,0.0,3.892200781295546e-10,0
9996,2020-01-09,0.0,5.249061978491242e-10,0
9997,2020-01-10,0.0,7.066469358611973e-10,0
9998,2020-01-11,0.0,9.495674980981977e-10,0
9999,2020-01-12,0.0,1.2735597572072402e-09,0
10000,2020-01-13,0.0,1.7047074717552157e-09,0
10001,2020-01-14,0.0,2.27710932982939e-09,0
10002,2020-01-15,0.0,3.0352009947127913e-09,0
10003,2020-01-16,0.0,4.036699850676943e-09,0
10004,2020-01-17,0.0,5.356322720194782e-09,0
10005,2020-01-18,0.0,7.090457919749243e-09,0
10006,2020-01-19,0.0,9.363009098894685e-09,0
10007,2020-01-20,0.0,1.2332669795177991e-08,0
10008,2020-01-21,0.0,1.62019349111937e-08,0
10009,2020-01-22,0.0,2.1228208673275203e-08,0
10010,2020-01-23,0.0,2.7737428244193378e-08,0
10011,2020-01-24,0.0,3.6140688064005084e-08,0
10012,2020-01-25,0.0,4.695442202056008e-08,0
10013,2020-01-26,0.0,6.082477830207926e-08,0
10014,2020-01-27,0.0,7.855690456778458e-08,0
10015,2020-01-28,0.0,1.0114994785598746e-07,0
10016,2020-01-29,0.0,1.2983866300243527e-07,0
10017,2020-01-30,0.0,1.6614261338183587e-07,0
10018,2020-01-31,0.0,2.1192403611883415e-07,0
10019,2020-02-01,0.0,2.6945552757960506e-07,0
10020,2020-02-02,0.0,3.414987803610586e-07,0
10021,2020-02-03,0.0,4.3139566585537395e-07,0
10022,2020-02-04,0.0,5.431730017249566e-07,0
10023,2020-02-05,0.0,6.816623653548745e-07,0
10024,2020-02-06,0.0,8.526363056604043e-07,0
10025,2020-02-07,0.0,1.0629622585177026e-06,0
10026,2020-02-08,0.0,1.3207753763123849e-06,0
10027,2020-02-09,0.0,1.6356713290357689e-06,0
10028,2020-02-10,0.0,2.0189199108774193e-06,0
10029,2020-02-11,0.0,2.483699978702638e-06,0
10030,2020-02-12,0.0,3.0453558420455354e-06,0
10031,2020-02-13,0.0,3.721674701991354e-06,0
10032,2020-02-14,0.0,4.533184081626741e-06,0
10033,2020-02-15,0.0,5.503467386917561e-06,0
10034,2020-02-16,0.0,6.6594947688041545e-06,0
10035,2020-02-17,0.0,8.031965313185793e-06,0
10036,2020-02-18,0.0,9.655655259069789e-06,0
10037,2020-02-19,0.0,1.1569765438490383e-05,0
10038,2020-02-20,0.0,1.381825945807867e-05,0
10039,2020-02-21,0.0,1.645018232893619e-05,0
10040,2020-02-22,0.0,1.9519947343587888e-05,0
10041,2020-02-23,0.0,2.308757706093779e-05,0
10042,2020-02-24,0.0,2.7218882378462603e-05,0
10043,2020-02-25,0.0,3.198556195333015e-05,0
10044,2020-02-26,5.143493172527163e-06,3.746520280921965e-05,0
10045,2020-02-27,0.0,4.3741161979020996e-05,0
10046,2020-02-28,1.0286986345054326e-05,5.0902308642526326e-05,0
10047,2020-02-29,5.143493172527163e-06,5.9042606583510656e-05,0
10048,2020-03-01,0.0,6.826051806644319e-05,0
10049,2020-03-02,0.0,7.865821255506356e-05,0
10050,2020-03-03,0.0,9.034056716690675e-05,0
10051,2020-03-04,1.0286986345054326e-05,0.00010341395043778552,0
10052,2020-03-05,0.0,0.00011798478685806783,0
10053,2020-03-06,5.143493172527163e-06,0.00013415790666874657,0
10054,2020-03-07,3.0860959035162976e-05,0.00015203469342295087,0
10055,2020-03-08,1.0286986345054326e-05,0.00017171105060001618,0
10056,2020-03-09,1.0286986345054326e-05,0.00019327521779768277,0
10057,2020-03-10,4.11479453802173e-05,0.00021680547634504672,0
10058,2020-03-11,0.0001028698634505,0.00024236779313834965,0
10059,2020-03-12,9.77263702780161e-05,0.00027001345962915526,0
10060,2020-03-13,0.0001285873293131,0.00029977678970202114,0
10061,2020-03-14,0.0001234438361406,0.00033167294519345137,0
10062,2020-03-15,0.0001337308224857,0.00036569596059817715,0
10063,2020-03-16,0.0001183003429681,0.0004018170387308676,0
10064,2020-03-17,0.0001697352746933,0.0004399831865132803,0
10065,2020-03-18,0.0001131568497955,0.0004801162545178194,0
10066,2020-03-19,0.0002211702064186,0.0005221124354416071,0
10067,2020-03-20,8.743938393296177e-05,0.000565842265485895,0
10068,2020-03-21,0.0001594482883483,0.0006111511590006272,0
10069,2020-03-22,0.0003034660971791,0.0006578604911904001,0
10070,2020-03-23,0.0003394705493867,0.0007057692267534105,0
10071,2020-03-24,0.0007355195236713,0.0007546560747185095,0
10072,2020-03-25,0.00095668973009,0.0008042821321932225,0
10073,2020-03-26,0.0007406630168439,0.000854393962991184,0
10074,2020-03-27,0.0006326496602208,0.0009047270419013132,0
10075,2020-03-28,0.0013527387043746,0.0009550094823610583,0
10076,2020-03-29,0.0008229589076043,0.0010049659550717429,0
10077,2020-03-30,0.0015841958971383,0.001054321698087547,0
10078,2020-03-31,0.0009875506891252,0.0011028065154142775,0
10079,2020-04-01,0.0015070434995504,0.001150158661302348,0
