,Date_reported,Indicator,SmoothedCases,cutDatesW
0,2020-01-03,0.0,1.320304520886243e-09,0
1,2020-01-04,0.0,1.7963535059758544e-09,0
2,2020-01-05,0.0,2.4319879305533475e-09,0
3,2020-01-06,0.0,3.2752038847983696e-09,0
4,2020-01-07,0.0,4.386025140760196e-09,0
5,2020-01-08,0.0,5.838509742223808e-09,0
6,2020-01-09,0.0,7.722676519785944e-09,0
7,2020-01-10,0.0,1.0146145847884e-08,0
8,2020-01-11,0.0,1.3235223962320927e-08,0
9,2020-01-12,0.0,1.713510088580872e-08,0
10,2020-01-13,0.0,2.200879209095664e-08,0
11,2020-01-14,0.0,2.8034451426057473e-08,0
12,2020-01-15,0.0,3.5400738795653566e-08,0
13,2020-01-16,0.0,4.430006309640007e-08,0
14,2020-01-17,0.0,5.491975969928938e-08,0
15,2020-01-18,0.0,6.743161810354043e-08,0
16,2020-01-19,0.0,8.198065742392994e-08,0
17,2020-01-20,0.0,9.867465476057303e-08,0
18,2020-01-21,0.0,1.1757665710778181e-07,0
19,2020-01-22,0.0,1.3870354208189448e-07,0
20,2020-01-23,0.0,1.620346322190191e-07,0
21,2020-01-24,0.0,1.8753542076213693e-07,0
22,2020-01-25,0.0,2.152026621849735e-07,0
23,2020-01-26,0.0,2.451384690150439e-07,0
24,2020-01-27,0.0,2.776627078775099e-07,0
25,2020-01-28,0.0,3.134749812119051e-07,0
26,2020-01-29,0.0,3.538798878838285e-07,0
27,2020-01-30,0.0,4.0109211613427404e-07,0
28,2020-01-31,0.0,4.586412193235894e-07,0
29,2020-02-01,0.0,5.318995594933319e-07,0
30,2020-02-02,0.0,6.287606730450472e-07,0
31,2020-02-03,0.0,7.604988991305029e-07,0
32,2020-02-04,8.649235113541969e-06,9.428440858840053e-07,0
33,2020-02-05,0.0,1.1973070358631454e-06,0
34,2020-02-06,0.0,1.5527915113215814e-06,0
35,2020-02-07,0.0,2.0475265588722697e-06,0
36,2020-02-08,0.0,2.73134820818586e-06,0
37,2020-02-09,0.0,3.668352028475473e-06,0
38,2020-02-10,0.0,4.939927652750945e-06,0
39,2020-02-11,0.0,6.648173609224117e-06,0
40,2020-02-12,0.0,8.919676392937334e-06,0
41,2020-02-13,0.0,1.190962273472681e-05,0
42,2020-02-14,0.0,1.580619972776167e-05,0
43,2020-02-15,0.0,2.083522509254984e-05,0
44,2020-02-16,0.0,2.7264940379503266e-05,0
45,2020-02-17,0.0,3.5410893773395194e-05,0
46,2020-02-18,0.0,4.564083604384667e-05,0
47,2020-02-19,0.0,5.8379551788737245e-05,0
48,2020-02-20,0.0,7.411354614384197e-05,0
49,2020-02-21,0.0,9.339550140037402e-05,0
50,2020-02-22,0.0,0.00011684840474330345,0
51,2020-02-23,0.0,0.0001451692238225565,0
52,2020-02-24,0.0,0.00017913196796867143,0
53,2020-02-25,0.0,0.00021958991785670965,0
54,2020-02-26,0.0,0.00026747673578603583,0
55,2020-02-27,0.0,0.00032380608578741195,0
56,2020-02-28,0.0,0.00038966930403285796,0
57,2020-02-29,0.0,0.00046623057533553235,0
58,2020-03-01,0.0,0.0005547190036328063,0
59,2020-03-02,0.0001556862320437,0.0006564169280791861,0
60,2020-03-03,0.0001643354671572,0.0007726438473707855,0
61,2020-03-04,0.0002940739938604,0.0009047353879319555,0
62,2020-03-05,0.0004584094610177,0.0010540168985202706,0
63,2020-03-06,0.0007005880441968,0.0012217714816091455,0
64,2020-03-07,0.0009514158624896,0.0014092025805971826,0
65,2020-03-08,0.0002335293480656,0.0016173916228486573,0
66,2020-03-09,0.0005535510472666,0.001847251653465475,0
67,2020-03-10,0.0008130281006729,0.0020994783553116314,0
68,2020-03-11,0.0008562742762406,0.002374500299997218,0
69,2020-03-12,0.0015049669097563,0.0026724306684317166,0
70,2020-03-13,0.0021623087783854,0.002993022971238134,0
71,2020-03-14,0.0029234414683771,0.003335633443552826,0
72,2020-03-15,0.001548213085324,0.0036991927476309546,0
73,2020-03-16,0.0018509363142979,0.004082189365537339,0
74,2020-03-17,0.0033472539889407,0.004482666596813925,0
75,2020-03-18,0.0036499772179147,0.00489823440847879,0
76,2020-03-19,0.0046186915506314,0.0053260965569491975,0
77,2020-03-20,0.0061669046359554,0.00576309247575269,0
78,2020-03-21,0.0057257936451647,0.006205752479017349,0
79,2020-03-22,0.0040564912682511,0.006650363958217133,0
80,2020-03-23,0.0042035282651813,0.007093045537426768,0
