,Date_reported,New_cases,SmoothedCases,cutDatesW
3996,2020-01-03,0,1.0991980472643885,0
3997,2020-01-04,0,1.1636404306212051,0
3998,2020-01-05,0,1.231532140328556,0
3999,2020-01-06,0,1.3030280253549436,0
4000,2020-01-07,0,1.3782872661036993,0
4001,2020-01-08,0,1.457473256323602,0
4002,2020-01-09,0,1.5407534571658263,0
4003,2020-01-10,0,1.6282992214074323,0
4004,2020-01-11,0,1.7202855858461858,0
4005,2020-01-12,0,1.8168910298702856,0
4006,2020-01-13,0,1.9182971982211239,0
4007,2020-01-14,0,2.024688585999517,0
4008,2020-01-15,0,2.136252184017508,0
4009,2020-01-16,0,2.25317708267079,0
4010,2020-01-17,0,2.3756540326027915,0
4011,2020-01-18,0,2.5038749605521784,0
4012,2020-01-19,0,2.6380324389227425,0
4013,2020-01-20,0,2.7783191077897436,0
4014,2020-01-21,0,2.9249270482614045,0
4015,2020-01-22,0,3.0780471063493566,0
4016,2020-01-23,0,3.2378681667687,0
4017,2020-01-24,0,3.4045763763874453,0
4018,2020-01-25,0,3.578354317377125,0
4019,2020-01-26,0,3.7593801304811514,0
4020,2020-01-27,0,3.9478265892149005,0
4021,2020-01-28,0,4.1438601262407175,0
4022,2020-01-29,0,4.347639813620787,0
4023,2020-01-30,0,4.559316299139422,0
4024,2020-01-31,0,4.779030701401475,0
4025,2020-02-01,0,5.006913466952409,0
4026,2020-02-02,0,5.2430831932245905,0
4027,2020-02-03,0,5.487645421689604,0
4028,2020-02-04,0,5.740691406183213,0
4029,2020-02-05,0,6.002296861962374,0
4030,2020-02-06,0,6.272520701647384,0
4031,2020-02-07,0,6.551403764789437,0
4032,2020-02-08,0,6.838967548378674,0
4033,2020-02-09,0,7.135212946162012,0
4034,2020-02-10,0,7.440119005166759,0
4035,2020-02-11,0,7.753641708316641,0
4036,2020-02-12,0,8.075712792473448,0
4037,2020-02-13,0,8.406238611632027,0
4038,2020-02-14,0,8.745099055330089,0
4039,2020-02-15,0,9.092146532599724,0
4040,2020-02-16,0,9.447205031976669,0
4041,2020-02-17,0,9.81006926818875,0
4042,2020-02-18,0,10.180503926160615,0
4043,2020-02-19,0,10.558243012890657,0
4044,2020-02-20,0,10.942989327574514,0
4045,2020-02-21,0,11.33441406006186,0
4046,2020-02-22,0,11.73215652733817,0
4047,2020-02-23,0,12.135824057217603,0
4048,2020-02-24,0,12.544992027818115,0
4049,2020-02-25,1,12.959204070665168,0
4050,2020-02-26,0,13.37797244443986,0
4051,2020-02-27,2,13.8007785854536,0
4052,2020-02-28,0,14.22707383990149,0
4053,2020-02-29,2,14.656280381826212,0
4054,2020-03-01,1,15.087792319522707,0
4055,2020-03-02,1,15.520976991840524,0
4056,2020-03-03,0,15.955176454506697,0
4057,2020-03-04,2,16.389709155209157,0
4058,2020-03-05,1,16.823871794762532,0
4059,2020-03-06,0,17.25694137023784,0
4060,2020-03-07,1,17.688177394490182,0
4061,2020-03-08,1,18.116824285078042,0
4062,2020-03-09,0,18.542113914150104,0
4063,2020-03-10,0,18.963268309494293,0
4064,2020-03-11,2,19.37950249561502,0
4065,2020-03-12,5,19.790027462440907,0
4066,2020-03-13,0,20.194053248082035,0
4067,2020-03-14,13,20.590792120963297,0
4068,2020-03-15,6,20.979461845672535,0
4069,2020-03-16,11,21.359289015987507,0
4070,2020-03-17,8,21.72951243779435,0
4071,2020-03-18,8,22.08938654398926,0
4072,2020-03-19,16,22.43818482297087,0
4073,2020-03-20,24,22.775203241988084,0
4074,2020-03-21,23,23.099763646408586,0
4075,2020-03-22,78,23.411217115920948,0
4076,2020-03-23,48,23.708947258773872,0
4077,2020-03-24,61,23.99237342539244,0
4078,2020-03-25,67,24.260953823086094,0
4079,2020-03-26,60,24.51418851407445,0
4080,2020-03-27,53,24.751622279697663,0
4081,2020-03-28,91,24.972847334441255,0
4082,2020-03-29,71,25.177505874283078,0
4083,2020-03-30,56,25.365292444853388,0
4084,2020-03-31,77,25.535956115977395,0
4085,2020-04-01,77,25.689302450334182,0
4086,2020-04-02,96,25.825195255203774,0
4087,2020-04-03,48,25.943558107576145,0
4088,2020-04-04,68,26.044375644248966,0
4089,2020-04-05,47,26.127694609934693,0
4090,2020-04-06,56,26.193624657820028,0
4091,2020-04-07,40,26.242338898461053,0
4092,2020-04-08,60,26.274074194344063,0
4093,2020-04-09,61,26.289131198885336,0
4094,2020-04-10,64,26.287874140071832,0
4095,2020-04-11,88,26.270730350350522,0
4096,2020-04-12,39,26.238189545746586,0
4097,2020-04-13,66,26.190802858522876,0
4098,2020-04-14,50,26.129181628976063,0
4099,2020-04-15,54,26.05399596319282,0
4100,2020-04-16,37,25.96597306475522,0
4101,2020-04-17,50,25.865895349483036,0
4102,2020-04-18,23,25.754598353327562,0
4103,2020-04-19,18,25.63296844448202,0
4104,2020-04-20,39,25.50194035164504,0
4105,2020-04-21,10,25.362494521163296,0
4106,2020-04-22,27,25.215654316485516,0
4107,2020-04-23,42,25.062483073980676,0
4108,2020-04-24,31,24.904081029709086,0
4109,2020-04-25,28,24.74158213218499,0
4110,2020-04-26,7,24.57615075653395,0
4111,2020-04-27,14,24.408978335729746,0
4112,2020-04-28,9,24.241279924793353,0
4113,2020-04-29,8,24.07429071395435,0
4114,2020-04-30,15,23.909262506813985,0
4115,2020-05-01,14,23.747460179511883,0
4116,2020-05-02,9,23.59015813678766,0
4117,2020-05-03,3,23.438636780647727,0
4118,2020-05-04,8,23.294179007098414,0
4119,2020-05-05,5,23.158066746094445,0
4120,2020-05-06,11,23.031577559476755,0
